wavelength_um,global_tilt_um,direct_normal_um
1.072,615.36,581.94
1.073,603.63,570.86
1.074,621.58,587.8
1.075,592.5200000000001,560.5400000000001
1.076,614.7099999999999,581.41
1.077,604.34,571.75
1.078,603.21,570.76
1.079,604.74,572.1
1.08,597.22,565.1899999999999
1.081,580.8299999999999,549.73
1.082,589.4000000000001,557.7299999999999
1.083,598.14,566.0300000000001
1.084,578.52,547.75
1.085,593.3000000000001,561.63
1.086,554.1,524.96
1.087,566.97,536.85
1.088,593.17,561.59
1.089,579.1899999999999,548.5600000000001
1.09,555.7299999999999,526.5600000000001
1.091,588.35,557.22
1.092,581.24,550.48
1.093,510.58000000000004,484.17
1.094,539.65,511.2
1.095,520.67,493.63
1.096,503.22999999999996,477.31
1.097,578.52,548.0500000000001
1.098,502.90999999999997,477.09000000000003
1.099,507.71999999999997,481.60999999999996
1.1,485.77,461.13
1.101,496.96000000000004,471.69
1.102,468.83000000000004,445.13000000000005
1.103,466.37,442.91
1.104,467.65000000000003,444.12
1.105,506.44,480.65000000000003
1.106,397.92,378.40000000000003
1.107,483.04,458.66
1.108,415.65000000000003,395.17
1.109,412.78,392.49
1.11,478.99,454.96
1.111,331.54,315.72
1.112,413.57,393.29999999999995
1.113,268.5,255.99
1.114,299.85,285.76
1.115,249.87,238.32999999999998
1.116,201.36,192.23000000000002
1.117,79.618,76.164
1.118,217.53,207.63
1.119,113.17,108.21
1.12,141.89,135.62
1.121,185.85999999999999,177.53
1.122,81.68599999999999,78.159
1.123,128.17000000000002,122.55000000000001
1.124,108.7,103.97000000000001
1.125,144.28,137.94
1.126,51.589000000000006,49.394
1.127,157.25,150.32000000000002
1.128,99.224,94.946
1.129,105.91000000000001,101.33
1.13,70.574,67.568
1.131,295.59999999999997,282.01
1.132,234.11,223.59
1.133,153.31,146.60999999999999
1.134,41.74,39.988
1.135,15.462,14.819
1.136,128.76000000000002,123.2
1.137,287.85,274.72
1.138,203.29,194.28
1.139,298.5,284.84
1.14,255.99,244.47
1.141,193.36999999999998,184.85999999999999
1.142,224.79,214.81
1.143,311.83,297.58
1.144,113.26,108.42999999999999
1.145,146.04,139.76
1.146,157.64000000000001,150.85000000000002
1.147,59.176,56.715
1.148,271.13,258.97999999999996
1.149,218.54000000000002,208.94
1.15,121.64,116.48
1.151,203.4,194.53
1.152,247.62,236.66
1.153,238.12,227.61999999999998
1.154,142.48,136.43
1.155,313.15999999999997,299.03000000000003
1.156,280.9,268.37
1.157,314.58000000000004,300.4
1.158,311.71,297.70000000000005
1.159,336.93,321.63000000000005
1.16,286.48,273.71000000000004
1.161,347.53000000000003,331.67
1.162,350.02,334.11999999999995
1.163,468.57,446.44
1.164,401.88,383.32
1.165,388.6,370.8
1.166,374.94,357.81
1.167,409.96,391.05
1.168,419.54,400.18
1.169,423.09999999999997,403.48
1.17,458.73,437.31
1.171,448.31,427.5
1.172,454.83,433.7
1.173,456.42,435.21999999999997
1.174,336.92,321.93
1.175,452.40000000000003,431.42
1.176,476.78999999999996,454.46999999999997
1.177,472.34999999999997,450.40000000000003
1.178,360.0,343.90999999999997
1.179,483.71,461.14
1.18,440.69000000000005,420.52
1.181,455.14,434.23
1.182,323.18,309.03000000000003
1.183,438.7,418.53000000000003
1.184,419.85,400.83000000000004
1.185,407.40999999999997,389.08
1.186,477.15000000000003,455.17999999999995
1.187,455.75,434.94
1.188,335.04,320.39
1.189,415.69,396.84999999999997
1.19,462.39000000000004,441.24
1.191,446.6,426.38
1.192,473.36,451.71
1.193,454.34000000000003,433.7
1.194,468.9,447.51
1.195,446.96000000000004,426.71
1.196,431.31,411.88
1.197,477.15000000000003,455.27
1.198,433.91999999999996,414.26
1.199,364.89,348.69
1.2,448.25,427.89
1.201,437.08000000000004,417.35
1.202,437.17,417.43
1.203,434.09,414.41
1.204,362.47,346.45
1.205,436.91999999999996,417.14
1.206,480.86,458.72
1.207,429.86,410.44000000000005
1.208,433.46000000000004,413.78999999999996
1.209,414.28,395.48
1.21,453.36,432.67
1.211,422.32,403.19
1.212,424.89,405.72
1.213,469.56,448.04
1.214,434.07,414.43
1.215,427.8,408.51
1.216,466.4,445.09
1.217,455.28000000000003,434.57
1.218,459.34000000000003,438.41999999999996
1.219,446.63000000000005,426.39
1.22,458.05,437.24
1.221,465.31,444.13000000000005
1.222,451.39,430.96000000000004
1.223,444.06,424.0
1.224,448.08,427.88
1.225,462.36,441.41
1.226,468.19,446.96000000000004
1.227,433.03999999999996,413.6
1.228,466.58,445.44
1.229,467.21000000000004,446.08
1.23,460.03,439.28000000000003
1.231,472.03000000000003,450.67
1.232,466.33000000000004,445.25
1.233,453.96999999999997,433.59
1.234,470.16,448.93
1.235,465.04,444.09
1.236,469.08,447.95
1.237,463.39000000000004,442.59
1.238,467.96999999999997,446.94
1.239,462.72,441.94
1.24,460.77000000000004,440.11
1.241,461.96999999999997,441.3
1.242,462.46999999999997,441.79
1.243,457.54,437.12
1.244,455.28000000000003,434.99
1.245,456.55,436.21999999999997
1.246,459.45000000000005,439.02000000000004
1.247,457.46,437.15
1.248,458.6,438.28000000000003
1.249,459.66,439.3
1.25,457.05,436.84000000000003
1.251,452.58,432.59999999999997
1.252,450.96999999999997,431.06
1.253,447.73,428.03000000000003
1.254,443.63000000000005,424.15999999999997
1.255,450.7,430.88
1.256,440.23,420.96
1.257,435.32,416.3
1.258,444.96000000000004,425.48999999999995
1.259,427.25,408.68
1.26,431.09999999999997,412.35
1.261,411.46,393.71
1.262,395.67,378.67
1.263,400.19,383.0
1.264,371.47999999999996,355.68
1.265,395.7,378.71
1.266,385.27,368.81
1.267,388.22,371.59
1.268,370.51,354.75
1.269,246.51999999999998,236.56
1.27,387.44,370.87
1.271,408.25,390.62
1.272,408.78999999999996,391.14
1.273,406.25,388.73999999999995
1.274,406.14,388.64
1.275,412.33,394.55
1.276,416.93,398.95000000000005
1.277,420.01,401.90999999999997
1.278,427.63,409.16
1.279,424.56,406.26
1.28,422.04,403.87
1.281,413.35,395.54
1.282,373.05,356.95
1.283,407.33000000000004,389.78000000000003
1.284,420.78,402.68
1.285,423.98999999999995,405.77000000000004
1.286,427.14000000000004,408.78
1.287,422.13,404.05
1.288,419.89,401.92
1.289,409.36,391.94
1.29,412.85,395.22
1.291,417.86,400.04
1.292,396.17999999999995,379.46000000000004
1.293,412.57,395.06
1.294,404.21000000000004,387.09
1.295,405.14,388.01000000000005
1.296,389.57000000000005,373.21999999999997
1.297,371.3,355.83
1.298,391.83,375.36
1.299,408.52,391.27
1.3,353.12,338.55
1.301,362.28,347.28
1.302,391.81,375.39
1.303,346.21000000000004,331.96999999999997
1.304,300.62,288.49
1.305,383.82,367.83
1.306,384.53,368.53000000000003
1.307,305.94,293.62
1.308,346.96,332.77
1.309,384.13000000000005,368.21999999999997
1.31,301.14000000000004,289.08
1.311,333.66,320.12
1.312,333.37,319.85999999999996
1.313,313.52000000000004,300.89
1.314,288.33,276.9
1.315,285.81,274.46999999999997
1.316,324.19,311.13
1.317,312.17,299.69
1.318,333.28000000000003,319.84000000000003
1.319,268.55,258.03
1.32,258.72,248.64
1.321,298.65999999999997,286.84
1.322,302.17,290.22999999999996
1.323,232.79,223.86
1.324,262.49,252.30999999999997
1.325,322.24,309.43
1.326,280.51,269.56
1.327,266.25,255.92999999999998
1.328,234.5,225.55
1.329,177.59,170.97
1.33,229.23,220.51999999999998
1.331,144.8,139.51
1.332,145.79,140.46
1.333,203.04,195.45000000000002
1.334,169.25,163.02
1.335,231.17,222.44
1.336,183.48000000000002,176.7
1.337,164.54,158.51999999999998
1.338,178.04,171.51
1.339,176.81,170.33
1.34,168.30999999999997,162.16
1.341,170.39000000000001,164.19
1.342,177.98,171.49
1.343,127.11,122.59
1.344,75.64500000000001,73.018
1.345,109.03999999999999,105.21
1.346,58.186,56.189
1.347,60.119,58.058
1.348,4.745100000000001,4.586200000000001
1.349,16.159,15.617
1.35,16.025000000000002,15.488
1.351,4.6297999999999995,4.475899999999999
1.352,1.5164,1.4661
1.353,0.096096,0.092918
1.354,0.29009,0.28051
1.355,0.0036034,0.0034847
1.356,0.04807,0.046489
1.357,0.07178599999999999,0.069429
1.358,0.0041948,0.0040574999999999995
1.359,0.0007343899999999999,0.0007104
1.36,0.0021403999999999998,0.0020706
1.361,4.8133e-06,4.6566e-06
1.362,1.8076e-08,1.7489e-08
1.363,0.0031563000000000003,0.003054
1.364,0.0013589000000000001,0.001315
1.365,9.0764e-09,8.7833e-09
1.366,0.012791,0.012379
1.367,0.004976400000000001,0.0048161
1.368,1.4809999999999998e-10,1.4311e-10
1.369,0.00051667,0.00050008
1.37,0.000292,0.00028266
1.371,1.9731e-05,1.9101e-05
1.372,0.0027497999999999997,0.0026623
1.373,0.044400999999999996,0.042991
1.374,0.17917,0.1735
1.375,0.32332,0.31309000000000003
1.376,0.25748,0.24935000000000002
1.377,0.1227,0.11883
1.378,1.1089,1.0740999999999998
1.379,0.052163999999999995,0.050533
1.38,0.081587,0.079042
1.381,0.0023715999999999997,0.0022978
1.382,0.0025672000000000004,0.0024874000000000003
1.383,4.4017e-05,4.2653e-05
1.384,0.00061689,0.00059782
1.385,0.0020899,0.0020255
1.386,0.0025215,0.0024441
1.387,0.19896,0.19288000000000002
1.388,0.0040262,0.0039037000000000004
1.389,0.58098,0.56338
1.39,0.49328,0.47836
1.391,0.34384,0.33345
1.392,0.023782,0.023065
1.393,0.11586,0.11238000000000001
1.394,0.075526,0.073268
1.395,0.00067136,0.0006513700000000001
1.396,6.3214999999999995e-06,6.1338e-06
1.397,0.049057,0.047605
1.398,1.2704000000000002,1.2329
1.399,0.81226,0.7883500000000001
1.4,3.2466e-06,3.1513000000000002e-06
1.401,1.0528e-05,1.0219e-05
1.402,1.8353,1.7817
1.403,2.3800000000000003,2.3108
1.404,0.73892,0.7175499999999999
1.405,0.00036444,0.00035395
1.406,2.0448,1.9861000000000002
1.407,0.17457,0.16957
1.408,1.6493,1.6023
1.409,0.61919,0.6015900000000001
1.41,0.46653,0.45332
1.411,2.1142000000000003,2.0544000000000002
1.412,2.6396,2.565
1.413,23.352999999999998,22.689999999999998
1.414,0.36378,0.35358999999999996
1.415,0.18366,0.17854
1.416,35.565,34.561
1.417,11.759,11.431000000000001
1.418,13.559,13.181999999999999
1.419,2.1442,2.0850999999999997
1.42,8.271799999999999,8.043700000000001
1.421,9.1637,8.9117
1.422,46.314,45.023
1.423,9.2198,8.9676
1.424,16.975,16.511000000000003
1.425,25.85,25.142
1.426,27.792,27.032
1.427,49.546,48.18
1.428,4.5588,4.436
1.429,38.019999999999996,36.985
1.43,61.601000000000006,59.912
1.431,50.156,48.792
1.432,2.5194,2.4524
1.433,35.833999999999996,34.87
1.434,20.962,20.403000000000002
1.435,21.416,20.847
1.436,38.351000000000006,37.326
1.437,29.88,29.085
1.438,13.263,12.913
1.439,51.039,49.672000000000004
1.44,39.601,38.547
1.441,31.8,30.959
1.442,36.317,35.356
1.443,45.063,43.867999999999995
1.444,61.791,60.143
1.445,49.751,48.434
1.446,23.095000000000002,22.492
1.447,36.214999999999996,35.265
1.448,115.69,112.54
1.449,102.13,99.37400000000001
1.45,27.412,26.699
1.451,11.270999999999999,10.98
1.452,62.361,60.718
1.453,81.978,79.803
1.454,137.59,133.83999999999997
1.455,66.15,64.40899999999999
1.456,88.509,86.158
1.457,117.0,113.86
1.458,136.43,132.73
1.459,163.07,158.6
1.46,85.42099999999999,83.161
1.461,90.276,87.88600000000001
1.462,130.6,127.08
1.463,43.225,42.105999999999995
1.464,151.84,147.7
1.465,93.383,90.911
1.466,65.197,63.498
1.467,36.054,35.128
1.468,76.942,74.928
1.469,94.845,92.344
1.47,49.678,48.397000000000006
1.471,17.848,17.394
1.472,46.771,45.566
1.473,70.198,68.368
1.474,97.339,94.765
1.475,184.63,179.54
1.476,68.778,66.98700000000001
1.477,69.736,67.91600000000001
1.478,63.48,61.824999999999996
1.479,120.01,116.8
1.48,60.637,59.062999999999995
1.481,115.29,112.21000000000001
1.482,58.49,56.967
1.483,148.59,144.54
1.484,137.47,133.75
1.485,125.03,121.67999999999999
1.486,123.39999999999999,120.08000000000001
1.487,60.629000000000005,59.041999999999994
1.488,94.18,91.654
1.489,189.73000000000002,184.43
1.49,174.78,169.93
1.491,197.78,192.22
1.492,164.41,159.86
1.493,181.57000000000002,176.51
1.494,203.67,197.94
1.495,182.53,177.45
1.496,168.52,163.85
1.497,228.5,221.98000000000002
1.498,189.67999999999998,184.37
1.499,217.59,211.41
1.5,250.61,243.39
1.501,265.52,257.82
1.502,233.56,226.88
1.503,184.93,179.72
1.504,160.29,155.85999999999999
1.505,184.01999999999998,178.85000000000002
1.506,257.73,250.26
1.507,255.14,247.79000000000002
1.508,243.02,236.06
1.509,186.9,181.69
1.51,270.52,262.69
1.511,264.73999999999995,257.1
1.512,260.68,253.14999999999998
1.513,242.39,235.44
1.514,225.71,219.29999999999998
1.515,265.73,258.03999999999996
1.516,256.83,249.43
1.517,249.29000000000002,242.14
1.518,252.11,244.89
1.519,244.37,237.39
1.52,264.5,256.88
1.521,275.05,267.07
1.522,263.78000000000003,256.17
1.523,280.04,271.92
1.524,275.39000000000004,267.43
1.525,258.84000000000003,251.4
1.526,267.45000000000005,259.77
1.527,262.2,254.68
1.528,279.28,271.22
1.529,272.44,264.6
1.53,255.22,247.89
1.531,269.73,262.0
1.532,278.39000000000004,270.39000000000004
1.533,277.14,269.17999999999995
1.534,268.92,261.22
1.535,266.86,259.24
1.536,274.64,266.79
1.537,273.36,265.58
1.538,272.02,264.27
1.539,272.95000000000005,265.19
1.54,264.90999999999997,257.37
1.541,269.04,261.40999999999997
1.542,269.27,261.65
1.543,272.08,264.39
1.544,272.1,264.43
1.545,277.05,269.22
1.546,274.81,267.05
1.547,273.09,265.37
1.548,266.75,259.2
1.549,273.42,265.68
1.55,269.9,262.26
1.551,270.58,262.93
1.552,271.82,264.15
1.553,271.32,263.66
1.554,264.73999999999995,257.27
1.555,267.59,260.05
1.556,263.1,255.68999999999997
1.557,270.62,263.01000000000005
1.558,268.48,260.93
1.559,268.08,260.54
1.56,265.68,258.21
1.561,270.02,262.41999999999996
1.562,267.56,260.03
1.563,266.67,259.17
1.564,262.64,255.24999999999997
1.565,267.28000000000003,259.75
1.566,262.45,255.06
1.567,263.08,255.66
1.568,257.22,249.97
1.569,254.52,247.35999999999999
1.57,241.75,234.97
1.571,235.07,228.5
1.572,237.75,231.08
1.573,234.07,227.5
1.574,241.45,234.64
1.575,239.74,232.94
1.576,246.78,239.8
1.577,216.01999999999998,209.94
1.578,235.16,228.54
1.579,236.72000000000003,230.05
1.58,244.64,237.72
1.581,248.70000000000002,241.65
1.582,241.95,235.08
1.583,247.54999999999998,240.51
1.584,249.04000000000002,241.94
1.585,258.74,251.35000000000002
1.586,255.68999999999997,248.38
1.587,253.02999999999997,245.79000000000002
1.588,251.07000000000002,243.88000000000002
1.589,232.33,225.67000000000002
1.59,241.79,234.86
1.591,241.97,235.03
1.592,252.24999999999997,245.01999999999998
1.593,258.33,250.92
1.594,256.24,248.9
1.595,258.23,250.82999999999998
1.596,244.51999999999998,237.51
1.597,246.92,239.85
1.598,254.20999999999998,246.93
1.599,242.02,235.11
1.6,238.1,231.33
1.601,223.23000000000002,216.91
1.602,224.13,217.79999999999998
1.603,223.97,217.65
1.604,228.42000000000002,221.97
1.605,236.83,230.1
1.606,241.4,234.53
1.607,232.96,226.36999999999998
1.608,229.9,223.42999999999998
1.609,227.27,220.88
1.61,217.6,211.46
1.611,226.8,220.39000000000001
1.612,230.76,224.22
1.613,237.19,230.47
1.614,238.38,231.62
1.615,241.04,234.2
1.616,230.5,223.95000000000002
1.617,234.65,227.98
1.618,243.51999999999998,236.6
1.619,241.0,234.15
1.62,234.49,227.83
1.621,234.3,227.64999999999998
1.622,237.54,230.80999999999997
1.623,242.46,235.59
1.624,242.69,235.82
1.625,237.82,231.09
1.626,239.71,232.94
1.627,240.78,233.98
1.628,241.26,234.46
1.629,241.37,234.56
1.63,236.51,229.83999999999997
1.631,238.06,231.36
1.632,238.21,231.51
1.633,232.67,226.14000000000001
1.634,232.82,226.28
1.635,233.67,227.11999999999998
1.636,235.39,228.79
1.637,227.0,220.64000000000001
1.638,220.07,213.93
1.639,220.26000000000002,214.10000000000002
1.64,215.10999999999999,209.13000000000002
1.641,219.6,213.48
1.642,220.82,214.67
1.643,215.35000000000002,209.39
1.644,223.55,217.32999999999998
1.645,218.22,212.16
1.646,217.48999999999998,211.47
1.647,227.68,221.35
1.648,216.54999999999998,210.57
1.649,218.67000000000002,212.60999999999999
1.65,225.26,219.01999999999998
1.651,208.55,202.81
1.652,223.73000000000002,217.54000000000002
1.653,222.76999999999998,216.60999999999999
1.654,215.82999999999998,209.91000000000003
1.655,222.31,216.19
1.656,221.01000000000002,214.94
1.657,222.23000000000002,216.13
1.658,224.86999999999998,218.70000000000002
1.659,221.20000000000002,215.14
1.66,223.32,217.20999999999998
1.661,223.84,217.73999999999998
1.662,219.07999999999998,213.13
1.663,222.35,216.29999999999998
1.664,220.98000000000002,214.98000000000002
1.665,211.78,206.07
1.666,178.84,174.10999999999999
1.667,210.68,205.02
1.668,214.59,208.81
1.669,215.16,209.39
1.67,221.67999999999998,215.73000000000002
1.671,218.79000000000002,212.94
1.672,211.47,205.82
1.673,216.29000000000002,210.52
1.674,215.75,210.02
1.675,213.60000000000002,207.93
1.676,211.45,205.84
1.677,212.29000000000002,206.68
1.678,209.15,203.65
1.679,213.03,207.41000000000003
1.68,205.58,200.17
1.681,194.47,189.36
1.682,203.66,198.3
1.683,209.06,203.57
1.684,197.97,192.83
1.685,213.21,207.63
1.686,210.26,204.76
1.687,204.84,199.51
1.688,210.13000000000002,204.65
1.689,207.18,201.78
1.69,205.23,199.91
1.691,193.03,188.07999999999998
1.692,207.07999999999998,201.74
1.693,211.34,205.87
1.694,204.77,199.5
1.695,209.68,204.27
1.696,209.22,203.83
1.697,181.07000000000002,176.49
1.698,207.39,202.07
1.699,205.51,200.24
1.7,199.75,194.64000000000001
1.702,203.96,198.74
1.705,197.78,192.75
1.71,187.9,183.16
1.715,189.65,184.9
1.72,186.98000000000002,182.31
1.725,178.07999999999998,173.67
1.73,174.07,169.79
1.735,161.54,157.57999999999998
1.74,168.18,164.05
1.745,154.81,151.04999999999998
1.75,165.66,161.62
1.755,153.01000000000002,149.31
1.76,159.98000000000002,156.07999999999998
1.765,132.84,129.67000000000002
1.77,141.72,138.31
1.775,114.84,112.13
1.78,100.5,98.143
1.785,76.981,75.20100000000001
1.79,88.904,86.831
1.795,46.931,45.864000000000004
1.8,31.828000000000003,31.112000000000002
1.805,14.815,14.485
1.81,9.691099999999999,9.4762
1.815,3.2816,3.2093
1.82,0.98755,0.96578
1.825,1.2744,1.2463000000000002
1.83,0.0052041,0.0050896000000000005
1.835,0.006419,0.0062784
1.84,6.2703e-05,6.1337e-05
1.845,0.0062658,0.0061298
1.85,0.0029993,0.0029348
1.855,0.00028396,0.00027795
1.86,0.011151000000000001,0.010920000000000001
1.865,0.016982,0.016644
1.87,2.6662e-07,2.6148000000000004e-07
1.875,4.5129999999999997e-07,4.4296e-07
1.88,0.07750499999999999,0.076123
1.885,0.04389,0.043129
1.89,0.22333,0.21956
1.895,0.12947,0.12743
1.9,0.0008622100000000001,0.0008491600000000001
1.905,0.00056667,0.00055798
1.91,0.023045,0.022726
1.915,0.019947,0.019673
1.92,0.45069000000000004,0.44451
1.925,0.9361499999999999,0.92326
1.93,0.55242,0.54474
1.935,3.5934999999999997,3.5428
1.94,3.2821000000000002,3.2357
1.945,10.863,10.706999999999999
1.95,16.727,16.482
1.955,10.036,9.886000000000001
1.96,21.906,21.569000000000003
1.965,28.563000000000002,28.114
1.97,48.847,48.055
1.975,67.857,66.73
1.98,75.512,74.234
1.985,83.063,81.625
1.99,85.613,84.12400000000001
1.995,81.19,79.78699999999999
2.0,38.156000000000006,37.491
2.005,15.001000000000001,14.747
2.01,39.748,39.071000000000005
2.015,26.648000000000003,26.208
2.02,44.981,44.239
2.025,74.01,72.779
2.03,84.856,83.46000000000001
2.035,96.386,94.808
2.04,89.781,88.34400000000001
2.045,91.074,89.636
2.05,67.927,66.892
2.055,54.906000000000006,54.089999999999996
2.06,69.193,68.157
2.065,61.875,60.962
2.07,65.676,64.71499999999999
2.075,77.443,76.30499999999999
2.08,86.812,85.528
2.085,85.102,83.84700000000001
2.09,89.1,87.779
2.095,89.747,88.421
2.1,86.133,84.869
2.105,93.153,91.771
2.11,89.654,88.32
2.115,91.673,90.30799999999999
2.12,87.588,86.28099999999999
2.125,88.632,87.30300000000001
2.13,89.774,88.422
2.135,90.044,88.67899999999999
2.14,90.767,89.39
2.145,89.48599999999999,88.132
2.15,84.63900000000001,83.369
2.155,84.84,83.566
2.16,84.17,82.912
2.165,76.31,75.17500000000001
2.17,81.996,80.776
2.175,80.44800000000001,79.25699999999999
2.18,81.808,80.59700000000001
2.185,74.55000000000001,73.458
2.19,79.068,77.905
2.195,78.992,77.833
2.2,71.202,70.175
2.205,74.01,72.947
2.21,79.315,78.17399999999999
2.215,76.273,75.18900000000001
2.22,77.72999999999999,76.631
2.225,75.453,74.39999999999999
2.23,75.773,74.727
2.235,74.299,73.28999999999999
2.24,73.11800000000001,72.14
2.245,70.838,69.911
2.25,71.937,71.034
2.255,67.69,66.865
2.26,66.929,66.14299999999999
2.265,68.137,67.355
2.27,64.86699999999999,64.138
2.275,64.021,63.309000000000005
2.28,66.288,65.551
2.285,63.08,62.389
2.29,63.22,62.534000000000006
2.295,61.265,60.602999999999994
2.3,58.824,58.193000000000005
2.305,59.171,58.544
2.31,63.87,63.18899999999999
2.315,58.141,57.528000000000006
2.32,52.031,51.489
2.325,56.215,55.626000000000005
2.33,56.824,56.231
2.335,57.967,57.362
2.34,45.836,45.366
2.345,51.4,50.869
2.35,41.535999999999994,41.115
2.355,47.473,46.988
2.36,50.236999999999995,49.724
2.365,49.409,48.909
2.37,30.817,30.514
2.375,44.147,43.704
2.38,42.552,42.128
2.385,30.826,30.525
2.39,37.109,36.748000000000005
2.395,40.594,40.199
2.4,44.15,43.726
2.405,33.599,33.286
2.41,33.813,33.504
2.415,27.3,27.058
2.42,26.59,26.358
2.425,33.078,32.802
2.43,45.099000000000004,44.725
2.435,14.878,14.765
2.44,43.249,42.926
2.445,20.798000000000002,20.657
2.45,13.611,13.523
2.455,24.853,24.695
2.46,33.363,33.157
2.465,24.148,24.009
2.47,16.727,16.635
2.475,16.455000000000002,16.368000000000002
2.48,8.0395,7.999600000000001
2.485,5.6102,5.5840000000000005
2.49,3.5113000000000003,3.4957
2.495,2.8771999999999998,2.8647
2.5,7.0642,7.0328
2.505,1.5191000000000001,1.5124
2.51,2.2163,2.2063
2.515,0.5188,0.51644
2.52,0.37054,0.36879
2.525,0.041393,0.041194
2.53,0.00063593,0.00063279
2.535,0.00017502,0.00017415
2.54,0.00037716000000000003,0.00037521
2.545,5.3758e-08,5.3469e-08
2.55,2.8222e-10,2.8066e-10
2.555,1.0435e-06,1.0377e-06
2.56,3.102e-08,3.0842e-08
2.565,1.5955e-11,1.5846e-11
2.57,1.5258e-15,1.5151e-15
2.575,1.0786e-24,1.0708e-24
2.58,3.8214e-19,3.7932999999999997e-19
2.585,1.7193999999999998e-31,1.7064e-31
2.59,5.4793e-28,5.436900000000001e-28
2.595,2.2838e-30,2.2666e-30
2.6,4.491200000000001e-25,4.4556e-25
2.605,5.8053e-32,5.7592e-32
2.61,5.9447e-31,5.897000000000001e-31
2.615,1.1196e-34,1.1106000000000001e-34
2.62,5.650499999999999e-26,5.6056e-26
2.625,3.8686999999999997e-25,3.8378e-25
2.63,2.8025999999999998e-42,2.8025999999999998e-42
2.635,3.9026999999999996e-13,3.8719e-13
2.64,1.175e-13,1.1656999999999998e-13
2.645,8.998800000000001e-16,8.9292e-16
2.65,1.4295e-16,1.4186e-16
2.655,1.3133e-24,1.3036e-24
2.66,2.6068e-22,2.588e-22
2.665,1.1123e-34,1.1045000000000002e-34
2.67,0.0,0.0
2.675,0.0,0.0
2.68,0.0,0.0
2.685,0.0,0.0
2.69,1.0226e-26,1.0178e-26
2.695,7.1284e-30,7.1014e-30
2.7,0.0,0.0
2.705,2.9315000000000002e-39,2.9273000000000004e-39
2.71,1.125e-32,1.1239e-32
2.715,3.8557e-23,3.8549e-23
2.72,5.6051999999999995e-42,5.6051999999999995e-42
2.725,7.2935e-19,7.3094e-19
2.73,6.073399999999999e-16,6.0929e-16
2.735,5.4888e-18,5.5121e-18
2.74,2.3314000000000002e-24,2.3435e-24
2.745,1.3146e-20,1.3223999999999999e-20
2.75,1.6648e-25,1.6758e-25
2.755,6.7262e-41,6.7262e-41
2.76,0.0,0.0
2.765,2.6777e-24,2.7001e-24
2.77,8.3791e-21,8.4528e-21
2.775,3.999e-35,4.036e-35
2.78,4.8067e-31,4.8531999999999995e-31
2.785,3.8866e-24,3.9255e-24
2.79,1.217e-13,1.2295e-13
2.795,3.6205e-13,3.6591e-13
2.8,1.6484e-09,1.6665e-09
2.805,6.7478e-11,6.8228e-11
2.81,4.0233e-07,4.0695e-07
2.815,2.8685e-07,2.9018e-07
2.82,2.0548e-08,2.0789000000000002e-08
2.825,0.00017605,0.00017814
2.83,0.0039008,0.0039475
2.835,2.1276e-07,2.1532999999999998e-07
2.84,0.00019609,0.00019849
2.845,0.040575,0.041074
2.85,0.0011566,0.0011708
2.855,0.00044867,0.00045424999999999996
2.86,0.025356,0.025672
2.865,0.16763,0.16974
2.87,0.0063129,0.006392200000000001
2.875,0.3917,0.39663
2.88,0.24724000000000002,0.25037
2.885,0.45332,0.45906
2.89,0.18623,0.1886
2.895,2.6643,2.6982
2.9,0.81152,0.82183
2.905,0.11095999999999999,0.11237
2.91,2.722,2.7566
2.915,1.2581,1.2742
2.92,2.8948,2.9316
2.925,1.0835000000000001,1.0973000000000002
2.93,5.8858,5.9606
2.935,6.4903,6.5725
2.94,1.6273,1.6479000000000001
2.945,1.4488999999999999,1.4673
2.95,5.2276,5.2935
2.955,2.3360999999999996,2.3655
2.96,4.5971,4.6549
2.965,7.4379,7.5313
2.97,0.35233,0.35676
2.975,0.85429,0.86499
2.98,1.3381,1.3548
2.985,6.9628,7.0495
2.99,10.28,10.407
2.995,4.2755,4.3286
3.0,7.8472,7.9442
3.005,2.8906,2.9261
3.01,6.847899999999999,6.9319999999999995
3.015,5.5551,5.6232
3.02,0.63369,0.6414300000000001
3.025,7.503100000000001,7.594799999999999
3.03,6.0752999999999995,6.1491
3.035,2.4986,2.529
3.04,2.0242,2.0487
3.045,4.209,4.2599
3.05,1.0321,1.0446
3.055,0.28947,0.29295
3.06,6.3012,6.3761
3.065,2.9112999999999998,2.9458
3.07,1.7492,1.7699
3.075,6.0221,6.0927999999999995
3.08,3.6224,3.6646
3.085,1.7671,1.7876
3.09,2.3804999999999996,2.408
3.095,0.6551,0.66266
3.1,4.401000000000001,4.4513
3.105,0.9215500000000001,0.93203
3.11,0.8456899999999999,0.85524
3.115,2.2677,2.2932
3.12,9.819700000000001,9.9294
3.125,3.0289,3.0625
3.13,5.7614,5.8246
3.135,11.446,11.571
3.14,3.3241,3.3603
3.145,3.2517,3.2869
3.15,6.6743999999999994,6.7457
3.155,5.6366000000000005,5.6965
3.16,9.232000000000001,9.3294
3.165,14.017,14.163
3.17,12.516,12.645
3.175,9.2302,9.3252
3.18,10.621,10.73
3.185,8.0823,8.1644
3.19,4.2388,4.2817
3.195,2.6927000000000003,2.7197
3.2,0.43843000000000004,0.44279999999999997
3.205,0.30972999999999995,0.3128
3.21,0.13634000000000002,0.13768
3.215,0.49752,0.50237
3.22,1.6089,1.6245
3.225,0.19875,0.20066
3.23,0.3408,0.34404
